Name,Value,MOE
1 Unit Buildings,18056,
1 Unit Building Units,18056,
"1 Unit Building Value ($1,000)",6551333,
2 Unit Buildings,640,
2 Unit Building Units,1280,
"2 Unit Building Value ($1,000)",314643,
3-4 Unit Buildings,264,
3-4 Unit Building Units,929,
"3-4 Unit Building Value ($1,000)",184249,
5+ Unit Buildings,562,
5+ Unit Building Units,16832,
"5+ Unit Building Value ($1,000)",2467536,
