Name,Value,MOE
1 Unit Buildings,16298,
1 Unit Building Units,16298,
"1 Unit Building Value ($1,000)",4460009,
2 Unit Buildings,134,
2 Unit Building Units,268,
"2 Unit Building Value ($1,000)",39784,
3-4 Unit Buildings,36,
3-4 Unit Building Units,129,
"3-4 Unit Building Value ($1,000)",23406,
5+ Unit Buildings,150,
5+ Unit Building Units,3642,
"5+ Unit Building Value ($1,000)",560513,
