Name,Value,MOE
1 Unit Buildings,1499,
1 Unit Building Units,1499,
"1 Unit Building Value ($1,000)",501369,
2 Unit Buildings,57,
2 Unit Building Units,114,
"2 Unit Building Value ($1,000)",25163,
3-4 Unit Buildings,5,
3-4 Unit Building Units,20,
"3-4 Unit Building Value ($1,000)",3840,
5+ Unit Buildings,12,
5+ Unit Building Units,985,
"5+ Unit Building Value ($1,000)",159060,
