Name,Value,MOE
1 Unit Buildings,12770,
1 Unit Building Units,12770,
"1 Unit Building Value ($1,000)",4321115,
2 Unit Buildings,127,
2 Unit Building Units,254,
"2 Unit Building Value ($1,000)",51022,
3-4 Unit Buildings,63,
3-4 Unit Building Units,233,
"3-4 Unit Building Value ($1,000)",54903,
5+ Unit Buildings,276,
5+ Unit Building Units,12410,
"5+ Unit Building Value ($1,000)",2267171,
