Name,Value,MOE
1 Unit Buildings,9797,
1 Unit Building Units,9797,
"1 Unit Building Value ($1,000)",3346448,
2 Unit Buildings,248,
2 Unit Building Units,496,
"2 Unit Building Value ($1,000)",109015,
3-4 Unit Buildings,63,
3-4 Unit Building Units,230,
"3-4 Unit Building Value ($1,000)",45401,
5+ Unit Buildings,311,
5+ Unit Building Units,7174,
"5+ Unit Building Value ($1,000)",1145242,
