Name,Value,MOE
1 Unit Buildings,4684,
1 Unit Building Units,4684,
"1 Unit Building Value ($1,000)",705623,
2 Unit Buildings,54,
2 Unit Building Units,108,
"2 Unit Building Value ($1,000)",17916,
3-4 Unit Buildings,0,
3-4 Unit Building Units,0,
"3-4 Unit Building Value ($1,000)",0,
5+ Unit Buildings,32,
5+ Unit Building Units,973,
"5+ Unit Building Value ($1,000)",104192,
