Name,Value,MOE
1 Unit Buildings,1418,
1 Unit Building Units,1418,
"1 Unit Building Value ($1,000)",540480,
2 Unit Buildings,35,
2 Unit Building Units,70,
"2 Unit Building Value ($1,000)",11852,
3-4 Unit Buildings,36,
3-4 Unit Building Units,135,
"3-4 Unit Building Value ($1,000)",16173,
5+ Unit Buildings,8,
5+ Unit Building Units,58,
"5+ Unit Building Value ($1,000)",6784,
