Name,Value,MOE
1 Unit Buildings,44405,
1 Unit Building Units,44405,
"1 Unit Building Value ($1,000)",11954728,
2 Unit Buildings,236,
2 Unit Building Units,472,
"2 Unit Building Value ($1,000)",83672,
3-4 Unit Buildings,205,
3-4 Unit Building Units,739,
"3-4 Unit Building Value ($1,000)",108383,
5+ Unit Buildings,713,
5+ Unit Building Units,18005,
"5+ Unit Building Value ($1,000)",2528155,
