Name,Value,MOE
1 Unit Buildings,3252,
1 Unit Building Units,3252,
"1 Unit Building Value ($1,000)",957893,
2 Unit Buildings,85,
2 Unit Building Units,170,
"2 Unit Building Value ($1,000)",29034,
3-4 Unit Buildings,78,
3-4 Unit Building Units,277,
"3-4 Unit Building Value ($1,000)",31349,
5+ Unit Buildings,147,
5+ Unit Building Units,3373,
"5+ Unit Building Value ($1,000)",437309,
