Name,Value,MOE
1 Unit Buildings,58534,
1 Unit Building Units,58534,
"1 Unit Building Value ($1,000)",17917089,
2 Unit Buildings,1229,
2 Unit Building Units,2458,
"2 Unit Building Value ($1,000)",513578,
3-4 Unit Buildings,423,
3-4 Unit Building Units,1444,
"3-4 Unit Building Value ($1,000)",396185,
5+ Unit Buildings,2029,
5+ Unit Building Units,49324,
"5+ Unit Building Value ($1,000)",9036498,
