Name,Value,MOE
1 Unit Buildings,13228,
1 Unit Building Units,13228,
"1 Unit Building Value ($1,000)",2899625,
2 Unit Buildings,703,
2 Unit Building Units,1406,
"2 Unit Building Value ($1,000)",184920,
3-4 Unit Buildings,218,
3-4 Unit Building Units,728,
"3-4 Unit Building Value ($1,000)",83543,
5+ Unit Buildings,980,
5+ Unit Building Units,17478,
"5+ Unit Building Value ($1,000)",1992425,
