Name,Value,MOE
1 Unit Buildings,11465,
1 Unit Building Units,11465,
"1 Unit Building Value ($1,000)",4311030,
2 Unit Buildings,789,
2 Unit Building Units,1578,
"2 Unit Building Value ($1,000)",340277,
3-4 Unit Buildings,58,
3-4 Unit Building Units,226,
"3-4 Unit Building Value ($1,000)",54822,
5+ Unit Buildings,257,
5+ Unit Building Units,8225,
"5+ Unit Building Value ($1,000)",1266748,
