Name,Value,MOE
1 Unit Buildings,2050,
1 Unit Building Units,2050,
"1 Unit Building Value ($1,000)",911392,
2 Unit Buildings,62,
2 Unit Building Units,124,
"2 Unit Building Value ($1,000)",22664,
3-4 Unit Buildings,44,
3-4 Unit Building Units,161,
"3-4 Unit Building Value ($1,000)",26524,
5+ Unit Buildings,145,
5+ Unit Building Units,3937,
"5+ Unit Building Value ($1,000)",506374,
