Name,Value,MOE
1 Unit Buildings,34429,
1 Unit Building Units,34429,
"1 Unit Building Value ($1,000)",9959478,
2 Unit Buildings,1037,
2 Unit Building Units,2074,
"2 Unit Building Value ($1,000)",266339,
3-4 Unit Buildings,88,
3-4 Unit Building Units,334,
"3-4 Unit Building Value ($1,000)",61286,
5+ Unit Buildings,710,
5+ Unit Building Units,21596,
"5+ Unit Building Value ($1,000)",3277076,
