Name,Value,MOE
1 Unit Buildings,15912,
1 Unit Building Units,15912,
"1 Unit Building Value ($1,000)",4805012,
2 Unit Buildings,194,
2 Unit Building Units,388,
"2 Unit Building Value ($1,000)",62097,
3-4 Unit Buildings,157,
3-4 Unit Building Units,563,
"3-4 Unit Building Value ($1,000)",88312,
5+ Unit Buildings,319,
5+ Unit Building Units,8457,
"5+ Unit Building Value ($1,000)",1067377,
