Name,Value,MOE
1 Unit Buildings,7826,
1 Unit Building Units,7826,
"1 Unit Building Value ($1,000)",2099641,
2 Unit Buildings,300,
2 Unit Building Units,600,
"2 Unit Building Value ($1,000)",78511,
3-4 Unit Buildings,143,
3-4 Unit Building Units,534,
"3-4 Unit Building Value ($1,000)",63093,
5+ Unit Buildings,334,
5+ Unit Building Units,6455,
"5+ Unit Building Value ($1,000)",772243,
