Name,Value,MOE
1 Unit Buildings,1303,
1 Unit Building Units,1303,
"1 Unit Building Value ($1,000)",416122,
2 Unit Buildings,64,
2 Unit Building Units,128,
"2 Unit Building Value ($1,000)",21072,
3-4 Unit Buildings,19,
3-4 Unit Building Units,63,
"3-4 Unit Building Value ($1,000)",10936,
5+ Unit Buildings,54,
5+ Unit Building Units,962,
"5+ Unit Building Value ($1,000)",125098,
