Name,Value,MOE
1 Unit Buildings,14913,
1 Unit Building Units,14913,
"1 Unit Building Value ($1,000)",5032660,
2 Unit Buildings,112,
2 Unit Building Units,224,
"2 Unit Building Value ($1,000)",41002,
3-4 Unit Buildings,194,
3-4 Unit Building Units,712,
"3-4 Unit Building Value ($1,000)",144458,
5+ Unit Buildings,412,
5+ Unit Building Units,9512,
"5+ Unit Building Value ($1,000)",1769021,
