Name,Value,MOE
1 Unit Buildings,149860,
1 Unit Building Units,149860,
"1 Unit Building Value ($1,000)",40691996,
2 Unit Buildings,2759,
2 Unit Building Units,5518,
"2 Unit Building Value ($1,000)",737093,
3-4 Unit Buildings,762,
3-4 Unit Building Units,2854,
"3-4 Unit Building Value ($1,000)",323270,
5+ Unit Buildings,2221,
5+ Unit Building Units,74141,
"5+ Unit Building Value ($1,000)",9074741,
