Name,Value,MOE
1 Unit Buildings,125773,
1 Unit Building Units,125773,
"1 Unit Building Value ($1,000)",38625809,
2 Unit Buildings,1349,
2 Unit Building Units,2698,
"2 Unit Building Value ($1,000)",452724,
3-4 Unit Buildings,331,
3-4 Unit Building Units,1274,
"3-4 Unit Building Value ($1,000)",188938,
5+ Unit Buildings,2102,
5+ Unit Building Units,64043,
"5+ Unit Building Value ($1,000)",11468973,
