Name,Value,MOE
1 Unit Buildings,11243,
1 Unit Building Units,11243,
"1 Unit Building Value ($1,000)",2789851,
2 Unit Buildings,310,
2 Unit Building Units,620,
"2 Unit Building Value ($1,000)",78456,
3-4 Unit Buildings,6,
3-4 Unit Building Units,18,
"3-4 Unit Building Value ($1,000)",2062,
5+ Unit Buildings,94,
5+ Unit Building Units,2366,
"5+ Unit Building Value ($1,000)",367897,
