Name,Value,MOE
1 Unit Buildings,2360,
1 Unit Building Units,2360,
"1 Unit Building Value ($1,000)",1151618,
2 Unit Buildings,98,
2 Unit Building Units,196,
"2 Unit Building Value ($1,000)",38935,
3-4 Unit Buildings,2,
3-4 Unit Building Units,7,
"3-4 Unit Building Value ($1,000)",459,
5+ Unit Buildings,39,
5+ Unit Building Units,1228,
"5+ Unit Building Value ($1,000)",414890,
