Name,Value,MOE
1 Unit Buildings,599,
1 Unit Building Units,599,
"1 Unit Building Value ($1,000)",214342,
2 Unit Buildings,24,
2 Unit Building Units,48,
"2 Unit Building Value ($1,000)",10231,
3-4 Unit Buildings,4,
3-4 Unit Building Units,15,
"3-4 Unit Building Value ($1,000)",2283,
5+ Unit Buildings,13,
5+ Unit Building Units,275,
"5+ Unit Building Value ($1,000)",35027,
